avmxxx.sch,1604493569,3.14,'Wednesday',wt316320.316,1603746135,5.22,11797
avmsch20.316,1604493569,3.14,'Wednesday',wt316320.316,1603746135,5.22,11797
avmsch20.317,1604493573,3.14,'Thursday',wt317420.317,1603759392,5.22,11798
avmsch20.318,1604922856,3.14,'Friday',wt318520.318,1604437967,5.22,11810,11809
avmsch20.319,1604922861,3.14,'Saturday',wt319620.319,1604018874,5.22,11809,11808
avmsch20.320,1604922866,3.14,'Sunday',wt320720.320,1604018809,5.22,11808
avmsch20.321,1604922870,3.14,'Monday',wt321120.321,1604449242,5.22,11811
avmsch20.322,1604922875,3.14,'Tuesday',wt322220.322,1604453725,5.22,11813
